id,nombre_cientifico,categoria,categoria2,grupo,clasificacion_FAO,cultivo,origen_et,origen,vulnerabilidad_et,vulnerabilidad,imp_economica_org,imp_economica_org_et,seg_alimentaria_org,seg_alimentaria_org_et,incertidumbre,incertidumbre_et,imp_economica,imp_economica_et,pool_imp_economica,seg_alimentaria,seg_alimentaria_et,pool_imp_sa,int_banco,int_banco_et,un_catalogo,un_estado_conservacion,est_conservacion_BGRL,vulnerabilidad,un_origen,un_habito,un_region_biogeografica,un_elevacion_msnm,un_departamentos,origen_x_regiones,tipo_origen,fuente_lista,clasificacion_FAO,ciclocultivo,int_economico_colombia,accesiones,sistema_conservacion,existe_banco,especies_cercanas_genoma,seguridad_alimentaria,accion_prioritaria,costo,catalogo_plantas_colombia,plan_nacional_sa,reg_mincultura,nombre_comun,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,promedio_p,AC1,AC2,AC3,AC4,AC5,AC6,AC7,AC8,AC9,AC10,AC11,prom_ac,VP1,VP2,VP3,VP4,VP5,VP6,VP7,VP8,VP9,VP10,prom_vp,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,rendimiento,valor_produccion_h,porc_municipios,exportaciones_cneta,Valor_FOB _Exportaciones(COP),Valor_FOB_Exportaciones(COP-kg),Importaciones_Cantidad neta (t),Valor_FOB_Importaciones(COP),Valor_CIF_Importaciones(COP),Valor_FOB_Importaciones(COP-kg),Valor_CIF_Importaciones_(COP-kg),Grado_de_suficiencia,proxy_Consumo_aparente_Nacional,Indicador_de_generación_de_divisas(Exportaciones-Producción),Porcentaje_valor_FOB_exportaciones_totales,Porcentaje_valor_CIF_de_Importaciones,indice_lafay,calcio_precio,hierro_precio,pesos-Sodio promedio,pesos-Fósforo promedio,pesos-Yodo promedio,pesos-Flúor promedio,zinc_precio,pesos-Manganeso promedio,pesos-Magnesio promedio,pesos-Potasio promedio,energia_precio,pesos-Energía (kj),pesos-Humedad promedio,pesos-Proteína promedio,pesos-Lípidos promedio,pesos-Cenizas promedio,pesos-Fibra dietaria promedio,Consumo_alimentos,Aporte promedio diario de Calcio (mg/día),Aporte promedio diario de Hierro (mg/día),Aporte promedio diario de Zinc (mg/día),Aporte promedio diario de Energía (kcal/día),Calcio,TipoCalcio,Zinc,TipoZinc,Hierro,TipoHierro,Energia,TipoEnerg
218,Rubus urticifolius,BGV List,BGVCOL,Frutales,Fruits and nuts,Mora,Local,70,MinorConcern,35,30,Low,8,Undetermined,90,Alta,30,Low,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Near threatened,MinorConcern,Native,"Subarbusto,Arbusto","Andes,Sierra Nevada de Santa Marta,Valle del Cauca,Valle del Magdalena",900 - 2640,"Antioquia,Boyacá,Caldas,Cauca,Cesar,Córdoba,Cundinamarca,La Guajira,Huila,Magdalena,Meta,Nariño,Norte de Santander,Quindío,Risaralda,Santander,Tolima,Valle",Tropical South America,Nativa,Listado EVA's (MADR),Fruits and nuts,Anual,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,22400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,Saccharum officinarum,BGV List,BGVCOL,Otros permanentes,Sugar crops,Caña de azucar,Distant,20,NotEvaluated,0,70.8,High,37.5,Low,10,No,70.8,High,No,37.5,Low,No,29.12,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,Hierba,"Amazonia,Andes,Guayana y Serranía de La Macarena,Islas Caribeñas,Llanura del Caribe,Orinoquia,Pacífico,Sierra Nevada de Santa Marta,Valle del Cauca,Valle del Magdalena",0 - 2500,"Amazonas,Antioquia,Arauca,Atlántico,Bolívar,Boyacá,Caldas,Caquetá,Casanare,Cauca,Cesar,Chocó,Córdoba,Cundinamarca,Guainía,La Guajira,Guaviare,Huila,Magdalena,Meta,Nariño,Norte de Santander,Putumayo,Quindío,Risaralda,San Andrés, Providencia y Santa Catalina,Santander,Sucre,Tolima,Valle,Vaupés,Vichada",South Asia,Introducida,Listado EVA's (MADR),Sugar crops,Permanente,NA,NA,campo,1,NO,NA,NA,NA,NA,X,NA,CAÑA PANELERA/CAÑA AZUCARERA/CAÑA MIEL,22000000,21000000,25000000,22000000,24000000,22000000,23000000,26000000,26000000,26000000,27000000,24000000,390195,360866,393554,375140,386792,414192,415253,410089,410911,413758,425485,399657.7273,869.313,844.849,1046.81,1198.26,1357.33,1306.86,1288.39,1167.19,986.562,909.608,1097.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.05138488,128990375,0.592,768864.88,1.01E+12,1311.14,NA,NA,NA,NA,NA,1,26231135.12,3.20E-02,8.66E-02,0,1.03,1.124607332,43.83673479,7.160000015,2.94246576,NA,NA,153.4285718,NA,NA,0.260996355,0.578975742,0.138402062,59.6666668,358.0000008,2148.000005,143.2000003,NA,55.4,105.814,2.7146,0.7756,205.534,0.1764,T1,0.1939,T1,0.2088,T1,0.1713,T1
220,Smallanthus sonchifolius,BGV List,BGVCOL,Tuberculos,Root/tuber crops with high starch or inulin conten,Yacon,Local,70,NotEvaluated,0,70.13,High,57.5,Medium,90,Alta,70.13,High,No,57.5,Medium,No,100,High,Yes,Not Evaluated,No result,NotEvaluated,Native,"Arbusto,Arbolito",Andes,1700 - 2700,"Boyacá,Cauca,Cundinamarca",Andes,Nativa,Listado EVA's (MADR),Root/tuber crops with high starch or inulin conten,Anual,NA,NA,campo,1,NO,NA,NA,NA,NA,NA,NA,YACON,NA,NA,NA,NA,NA,116,886,1777.9,1350,40,20,698.3166667,NA,NA,NA,NA,NA,5.8,41.8,78.8,77,2,1,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2999031,20299903,1.00E-03,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90E-02,T2,NA,NA,5.43E-02,T2,NA,NA
221,Solanum betaceum,BGV List,BGVCOL,Frutales,Fruits and nuts,Tomate de árbol,Local,70,NotEvaluated,0,57.12,Medium,57.5,Medium,10,No,57.12,Medium,No,57.5,Medium,No,69.12,Medium,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,"Arbusto,Arbolito","Andes,Sierra Nevada de Santa Marta",1000 - 3000,"Antioquia,Boyacá,Caldas,Cauca,Cundinamarca,Magdalena,Nariño,Norte de Santander,Putumayo,Quindío,Risaralda,Valle",Andes,Nativa,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,NA,1,NO,NA,NA,NA,NA,X,NA,TOMATE DE ARBOL,125594,106124,131137,122519,129505,157261,167194,174895,190062,186032,190833,152832.3636,7465.9,6514.1,7336.37,7504.22,8362.74,8496.08,8534.05,9325.71,10214.6,9335.16,9582.92,8424.713636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1409565,33705897,0.207,285.65,3184617659,11148.82,NA,NA,NA,NA,NA,1,190547.35,1.90E-03,3.00E-04,0,1,0.81,245.23,NA,7.07,NA,NA,NA,NA,NA,NA,19.36,4.54,3.91,408.72,3678.439985,613.0733309,NA,66.6,7.992,0.5994,6.66E-02,27.972,1.33E-02,T1,1.67E-02,T1,4.61E-02,T1,2.33E-02,T1
222,Solanum lycopersicum,BGV List,BGVCOL,Hortalizas,Vegetables and melons,Tomate de mesa,Local,70,NotEvaluated,0,70.53,High,57.5,Medium,30,Baja,70.53,High,No,57.5,Medium,No,100,High,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,"Hierba,Trepadora","Amazonia,Andes,Islas Caribeñas,Pacífico,Valle del Cauca,Valle del Magdalena",100 - 2500,"Amazonas,Antioquia,Boyacá,Cauca,Cundinamarca,Huila,Norte de Santander,Putumayo,San Andrés, Providencia y Santa Catalina,Valle",Andes,Nativa,Listado EVA's (MADR),Vegetables and melons,Transitorio,NA,NA,NA,1,NA,NA,NA,NA,NA,X,NA,TOMATE,453814,476674,516518,519843,607095,659699,686290,606151,610338,632268,747979,592424.4545,7372.31,7711.27,8048.05,7262.5,8625.96,8566.99,9507.7,8620.77,8433.13,8403.36,10128.1,8425.467273,291.019,293.889,284.696,383.215,196.392,332.419,244.217,429.897,236.732,153.408,284.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.04,150963177,0.407,306.07,1153401279,3768.44,18953.19,67019876207,69658155510,3536.07,3675.27,0.9753,766626.12,5.00E-04,1.00E-04,9.50E-03,0.98,8.61,365.75,NA,5.04,NA,NA,NA,NA,NA,NA,6.97,1.63,1.59,182.87,731.4999975,292.599999,NA,45.8,208.848,0.687,0,8.702,0.3481,T1,NA,NA,5.28E-02,T1,7.30E-03,T1
223,Solanum melongena,BGV List,BGVCOL,Hortalizas,Vegetables and melons,Berenjena,Distant,20,NotEvaluated,0,55.77,Medium,55.36,Medium,60,Media,55.77,Medium,No,55.36,Medium,No,26.82,Low,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,"Hierba,Trepadora",Andes,1500,Antioquia,East Asia,Introducida,Listado EVA's (MADR),Vegetables and melons,Transitorio,NA,NA,cavas,1,NA,NA,NA,NA,NA,NA,1,BERENJENA,4792.9,5392,3386.45,2257,2615.65,3324.9,3500.15,2821.35,3536.35,5356.93,6961.98,3995.06,145,179,118.95,208.58,269.6,260.85,242.4,279.4,311.2,343.446,502.096,260.0474545,1.56131,1.97558,0.734305,1.36033,2.68014,1.09369,4.13962,3.30271,3.0732,2.87219,2.27931,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3628114,22475793,1.80E-02,0.32,902053.65,2837.54,NA,NA,NA,NA,NA,1,6961.66,1.00E-04,0,0,1,8.605882323,365.7499987,NA,5.044827569,NA,NA,NA,NA,NA,NA,6.966666642,1.62555555,1.593681912,182.8749994,731.4999975,292.599999,NA,NA,NA,NA,NA,NA,1.28E-02,T2,NA,NA,1.38E-02,T2,7.90E-03,T2
225,Solanum phureja,BGV List,BGVCOL,Tuberculos,Root/tuber crops with high starch or inulin conten,Papa,Local,70,NotEvaluated,0,50,Medium,8,Undetermined,90,Alta,50,Medium,No,70,High,GP,55,Medium,Yes,Not Evaluated,No result,NotEvaluated,Cultivated,Hierba,Andes,2000 - 3600,"Antioquia,Boyacá,Cauca,Cundinamarca,Huila,Nariño,Putumayo",Andes,Nativa,Listado EVA's (MADR),Root/tuber crops with high starch or inulin conten,Transitorio,NA,NA,campo,0,NO,NA,NA,NA,*Solanum tuberosum,NA,NA,NA,88860.59,115227.2,122894.5,146959.8,118515.5356,100818.475,138168.85,140700.55,161680.94,256938.65,212770.5,145775,4079.8,3669.64,3963.95,5127.3,3877.83,3349.54,4701.75,5057,4918.9,8322.5,7081.2,4922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,33800000,0.05,NA,NA,NA,NA,NA,NA,NA,NA,1,212770.5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,Solanum quitoense,BGV List,BGVCOL,Frutales,Fruits and nuts,Lulo,Local,70,NotEvaluated,0,50,Medium,50,Medium,30,Baja,50,Medium,No,50,Medium,No,55,Medium,Yes,Not Evaluated,No result,NotEvaluated,Native & cultivated,"Subarbusto,Arbusto","Andes,Orinoquia,Pacífico,Sierra Nevada de Santa Marta",100 - 2600,"Antioquia,Boyacá,Chocó,Nariño,Norte de Santander,Santander,Tolima,Valle,Vichada",Andes,Nativa,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,171,NA,1,NO,NA,NA,NA,NA,NA,1,LULO,49775.5,46295.5,52146.8,59091.1,57088.1,67473.3,70271.6,80036.4,82353.7,78610.8,89235.9,66579.88182,6232.67,5772.05,6355.6,7039.7,6746.66,7566.25,7429.37,8850.97,8619.05,8655.75,9207.14,7497.746364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.879985877,22857084,0.239,57.15,508416616.8,8896.42,NA,NA,NA,NA,NA,1,89178.75,9.00E-04,0,0,1,25.7400004,429.0000066,257.400004,17.16000026,NA,NA,NA,NA,13.54736863,1.037903242,6.956756864,1.639490471,2.885650269,286.0000044,2574.00004,321.750005,NA,200,20,1.2,0,74,3.33E-02,T1,NA,NA,9.23E-02,T1,6.17E-02,T1
227,Solanum tuberosum,BGV List,BGVCOL,Tuberculos,Root/tuber crops with high starch or inulin conten,Papa,Local,70,MinorConcern,35,70.27,High,70,High,10,No,70.27,High,No,70,High,No,92.28,High,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,Hierba,Andes,2000 - 3600,"Antioquia,Boyacá,Cauca,Cundinamarca,Huila,Nariño,Putumayo",Andes,Nativa,Listado EVA's (MADR),Root/tuber crops with high starch or inulin conten,Transitorio,NA,NA,NA,1,NA,NA,NA,NA,NA,X,5,PAPA,2800000,2800000,2900000,3200000,3200000,3000000,2800000,3100000,3300000,3500000,4200000,3160000,77567.8,82628.5,86832.2,91747.7,89813,81425.4,86913.2,85094,89590,90936.5,103695,87840.3,528.892,940.152,850.219,875.879,726.558,559.349,477.476,903.844,615.197,618.082,709.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,35475537,0.318,762.35,5592038395,7335.26,51641.49,1.25E+11,1.37E+11,2415.17,2652.17,0.9879,4250879.14,2.00E-04,5.00E-04,1.86E-02,0.99,52.55635111,394.1726333,NA,5.255635111,NA,NA,525.5635111,1576.690533,7.166775152,0.359975008,1.946531523,0.46373251,2.058342733,98.54315833,NA,225.2415048,68.55176232,230.8,6.924,0.9232,0.6924,186.948,1.15E-02,T1,0.1731,T1,7.10E-02,T1,0.1558,T1
228,Sorghum vulgare,BGV List,BGVCOL,Cereales,Cereals,Sorgo,Distant,20,NotEvaluated,0,31.1,Low,8,Undetermined,90,Alta,31.1,Low,No,8,Undetermined,No,19.68,Low,Yes,Not Evaluated,No result,NotEvaluated,Naturalizaded & adventitia,Hierba,"Andes,Llanura del Caribe,Valle del Cauca,Valle del Magdalena",0 - 2500,"Antioquia,Atlántico,Boyacá,Caldas,Cauca,Córdoba,Cundinamarca,Huila,Magdalena,Tolima,Valle",East Africa,Introducida,Listado EVA's (MADR),Cereals,Transitorio,NA,NA,cavas,1,NA,NA,NA,NA,NA,NA,NA,SORGO,128000,59400,57900,40100,23200,19300,15400,13000,7770,8060,9020,34645,30,362,1188,1265,1409,495,549,1312.5,200,285,1224,756,30.0452,45.0225,26.6049,30.2999,18.0514,20.4292,5.67208,5.77235,5.11127,3.85972,19.0869,144641,167691,471296,620488,496851,101384,23015,43038,1,4,3600000,2.10E-02,NA,NA,NA,54908.27,25526344703,28940446623,464.89,527.07,0.1411,63928.27,0,0,3.90E-03,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,Spondias purpurea,BGV List,BGVCOL,Frutales,Fruits and nuts,Frutales menores,Local,70,MinorConcern,35,8,Undetermined,30,Low,90,Alta,8,Undetermined,No,30,Low,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native & cultivated,Árbol,"Andes,Llanura del Caribe,Pacífico,Valle del Magdalena",0 - 1470,"Antioquia,Atlántico,Caldas,Cauca,Chocó,Cundinamarca,Magdalena,San Andrés, Providencia y Santa Catalina,Sucre,Tolima",Tropical South America,Nativa,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,Spondias tuberosa,BGV List,BGVCOL,Frutales,Fruits and nuts,Frutales menores,Local,70,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Least concern,MinorConcern,NA,NA,NA,NA,NA,Tropical South America,Nativa,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,Sterculia apetala,BGV List,BGVCOL,Otros permanentes,Other crops,Frutales menores,Close,45,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Native,Árbol,"Llanura del Caribe,Pacífico,Valle del Cauca,Valle del Magdalena",0 - 1000,"Antioquia,Atlántico,Córdoba,Cundinamarca,La Guajira,Magdalena,Santander,Sucre,Valle",Central America y Mexico,Nativa,Listado EVA's (MADR),Other crops,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,Synsepalum dulcificum,BGV List,BGVCOL,Frutales,Fruits and nuts,Frutales menores,Distant,20,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,No result,NotEvaluated,NA,NA,NA,NA,NA,West Africa,Introducida,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,Syzygium jambos,BGV List,BGVCOL,Frutales,Fruits and nuts,Frutales menores,Distant,20,MinorConcern,35,30,Low,57.5,Medium,60,Media,30,Low,No,57.5,Medium,No,29.12,Low,yes,Not Evaluated,Least concern,MinorConcern,Cultivated,Árbol,"Amazonia,Andes,Llanura del Caribe,Orinoquia,Pacífico,Valle del Cauca",30 - 2350,"Antioquia,Boyacá,Caldas,Cauca,Chocó,Cundinamarca,La Guajira,Huila,Magdalena,Meta,Norte de Santander,Putumayo,Quindío,Santander,Tolima,Valle",Southeast Asia,Introducida,Lista BGV,Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,POMARROSA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.666666667,NA,1.80E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,9.23E-02,T2,5.65E-02,T2,7.26E-02,T2,6.59E-02,T2
235,Tabernaemontana heyneana,BGV List,BGVCOL,Frutales,Fruits and nuts,Frutales menores,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,No results on catalogoplantasdecolombia.unal.edu.co,NA,Near threatened,MinorConcern,NA,NA,NA,NA,NA,South Asia,Introducida,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,Tamarindus indica,BGV List,BGVCOL,Frutales,Fruits and nuts,Frutales menores,Distant,20,MinorConcern,35,30,Low,30,Low,60,Media,30,Low,No,30,Low,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,Árbol,"Andes,Islas Caribeñas,Llanura del Caribe,Orinoquia,Pacífico,Valle del Cauca,Valle del Magdalena",0 - 1200,"Antioquia,Atlántico,Bolívar,Caldas,Casanare,Cauca,Córdoba,Cundinamarca,Magdalena,Norte de Santander,San Andrés, Providencia y Santa Catalina,Tolima,Valle",East Africa,Introducida,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,campo,1,NO,NA,NA,NA,NA,NA,1,TAMARINDO,447,995,157.3,248.3,175.1,156,197.9,148,121.2,53,57,250.5272727,53,92,41.5,49.5,39.5,32.5,42.5,39.5,29.5,11.5,11.5,40.22727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22779661,NA,2.00E-03,NA,NA,NA,NA,NA,NA,NA,NA,1,57,0,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0.1526,T2,NA,NA,8.88E-02,T2,0.2552,T2
237,Terminalia catappa,BGV List,BGVCOL,Frutales,Fruits and nuts,Frutales menores,Distant,20,MinorConcern,35,8,Undetermined,8,Undetermined,90,Alta,8,Undetermined,No,8,Undetermined,No,15,Low,Yes,Not Evaluated,Least concern,MinorConcern,Cultivated,Árbol,"Andes,Islas Caribeñas,Llanura del Caribe,Orinoquia,Pacífico,Valle del Cauca,Valle del Magdalena",0 - 1500,"Amazonas,Antioquia,Arauca,Atlántico,Bolívar,Boyacá,Cauca,Cesar,Chocó,Córdoba,Cundinamarca,Huila,Magdalena,Meta,Norte de Santander,San Andrés, Providencia y Santa Catalina,Santander,Sucre,Tolima,Valle",South Asia,Introducida,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,Theobroma bicolor,BGV List,BGVCOL,Frutales,Fruits and nuts,Cacao,Close,45,NotEvaluated,0,8,Undetermined,8,Undetermined,90,Alta,60.28,High,GP,76.81,High,GP,68.2,Medium,Yes,Not Evaluated,No result,NotEvaluated,Native & cultivated,Árbol,"Amazonia,Guayana y Serranía de La Macarena,Pacífico",NA,NA,Central America y Mexico,Nativa,Listado EVA's (MADR),Fruits and nuts,Permanente,NA,NA,campo,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530502567,3236066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,Theobroma cacao,BGV List,BGVCOL,Otros permanentes,Other crops,Cacao,Local,70,MinorConcern,35,60.28,High,76.81,High,10,No,60.28,High,No,76.81,High,No,100,High,Yes,Not Evaluated,Least concern,MinorConcern,Native & cultivated,"Arbusto,Arbolito,Árbol","Amazonia,Andes,Guayana y Serranía de La Macarena,Pacífico,Valle del Cauca,Valle del Magdalena",0 - 1540,"Amazonas,Antioquia,Caquetá,Chocó,La Guajira,Guaviare,Huila,Magdalena,Meta,Norte de Santander,Putumayo,Santander,Tolima,Valle,Vaupés",Tropical South America,Nativa,Listado EVA's (MADR),Other crops,Permanente,NA,502,campo,1,NA,NA,NA,NA,NA,X,2,CACAO,57467.1,58671.3,58436,68403.9,74891.6,81105.4,78052.4,81302,86780.9,87191,91023,74847.69091,106050,107683,109357,126714,133098,151157,150092,154513,166635,169956,176716,141088.2727,86.5257,101.674,96.0668,109.845,110.634,92.0288,103.364,130.977,141.832,133.151,110.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530502567,3236066,0.485,54815.02,5.30E+11,9674.76,14451.46,1.73E+11,1.81E+11,11994.86,12510.98,0.7147,50659.44,0.7324,4.56E-02,2.45E-02,1.8,15.64102728,43.57143313,22.59259495,13.55555697,NA,NA,358.8235669,NA,29.04762208,0.988654885,1.30341894,0.311542423,88.40580634,42.36111554,27.11111395,141.8604799,NA,13.5,5.265,1.89,0.2295,63.18,8.80E-03,T1,5.74E-02,T1,0.1454,T1,5.27E-02,T1
