"id";"nombre_cientifico";"categoria";"grupo";"clasificacion_FAO";"cultivo";"origen_et";"origen";"vulnerabilidad_et";"vulnerabilidad";"imp_economica_org";"imp_economica_org_et";"seg_alimentaria_org";"seg_alimentaria_org_et";"incertidumbre";"incertidumbre_et";"imp_economica";"imp_economica_et";"pool_imp_economica";"seg_alimentaria";"seg_alimentaria_et";"pool_imp_sa";"int_banco";"int_banco_et";"un_catalogo";"un_estado_conservacion";"est_conservacion_BGRL";"vulnerabilidad.1";"un_origen";"un_habito";"un_region_biogeografica";"un_elevacion_msnm";"un_departamentos";"origen_x_regiones";"tipo_origen";"fuente_lista";"clasificacion_FAO.1";"ciclocultivo";"int_economico_colombia";"accesiones";"sistema_conservacion";"existe_banco";"especies_cercanas_genoma";"seguridad_alimentaria";"accion_prioritaria";"costo";"catalogo_plantas_colombia";"plan_nacional_sa";"reg_mincultura";"nombre_comun";"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"P11";"promedio_p";"AC1";"AC2";"AC3";"AC4";"AC5";"AC6";"AC7";"AC8";"AC9";"AC10";"AC11";"prom_ac";"VP1";"VP2";"VP3";"VP4";"VP5";"VP6";"VP7";"VP8";"VP9";"VP10";"prom_vp";"IMP3";"IMP4";"IMP5";"IMP6";"IMP7";"IMP8";"IMP9";"IMP10";"IMP11";"rendimiento";"valor_produccion_h";"porc_municipios";"exportaciones_cneta";"Valor_FOB._Exportaciones.COP.";"Valor_FOB_Exportaciones.COP.kg.";"Importaciones_Cantidad.neta..t.";"Valor_FOB_Importaciones.COP.";"Valor_CIF_Importaciones.COP.";"Valor_FOB_Importaciones.COP.kg.";"Valor_CIF_Importaciones_.COP.kg.";"Grado_de_suficiencia";"proxy_Consumo_aparente_Nacional";"Indicador_de_generación_de_divisas.Exportaciones.Producción.";"Porcentaje_valor_FOB_exportaciones_totales";"Porcentaje_valor_CIF_de_Importaciones";"indice_lafay";"calcio_precio";"hierro_precio";"pesos.Sodio.promedio";"pesos.Fósforo.promedio";"pesos.Yodo.promedio";"pesos.Flúor.promedio";"zinc_precio";"pesos.Manganeso.promedio";"pesos.Magnesio.promedio";"pesos.Potasio.promedio";"energia_precio";"pesos.Energía..kj.";"pesos.Humedad.promedio";"pesos.Proteína.promedio";"pesos.Lípidos.promedio";"pesos.Cenizas.promedio";"pesos.Fibra.dietaria.promedio";"Consumo_alimentos";"Aporte.promedio.diario.de.Calcio..mg.día.";"Aporte.promedio.diario.de.Hierro..mg.día.";"Aporte.promedio.diario.de.Zinc..mg.día.";"Aporte.promedio.diario.de.Energía..kcal.día.";"Calcio";"TipoCalcio";"Zinc";"TipoZinc";"Hierro";"TipoHierro";"Energia";"TipoEnerg"
2;"Dovyalis hebecarpa";"BGV List";"Frutales";"Fruits and nuts";"Frutales menores";"Distant";20;"NotEvaluated";0;8;"Undetermined";8;"Undetermined";90;"Alta";8;"Undetermined";"No";8;"Undetermined";"No";15;"Bajo";"No results on catalogoplantasdecolombia.unal.edu.co";NA;"No result";"NotEvaluated";NA;NA;NA;NA;NA;"South Asia";"Introducida";"Lista BGV";"Fruits and nuts";"Permanente";NA;1;"campo";0;"NO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
